"phi","r","g","b"
5.307,1,0.183002,0
5.308,1,0.18396,6.40721e-18
5.309,1,0.184911,0
5.31,1,0.185858,0
5.311,1,0.186799,0
5.312,1,0.187736,0
5.313,1,0.188667,0
5.314,1,0.189593,0
5.315,1,0.190515,0
5.316,1,0.191431,0
5.317,1,0.192343,0
5.318,1,0.19325,5.48039e-18
5.319,1,0.194153,0
5.32,1,0.195051,0
5.321,1,0.195991,0
5.322,1,0.19693,0
5.323,1,0.197864,0
5.324,1,0.198792,0
5.325,1,0.199717,0
5.326,1,0.200636,5.1974e-17
5.327,1,0.201551,0
5.328,1,0.202461,0
5.329,1,0.203367,4.74945e-17
5.33,1,0.204268,3.05954e-17
5.331,1,0.205165,1.36962e-17
5.332,1,0.206058,0
5.333,1,0.206947,1.72947e-18
5.334,1,0.207831,0
5.335,1,0.208711,3.4588e-17
5.336,1,0.209587,1.76888e-17
5.337,1,0.210459,0
5.338,1,0.21135,0
5.339,1,0.212267,7.0432e-17
5.34,1,0.213179,0
5.341,1,0.214087,5.28882e-17
5.342,1,0.21499,1.20654e-17
5.343,1,0.21589,0
5.344,1,0.216785,3.93469e-17
5.345,1,0.217676,0
5.346,1,0.218563,2.18032e-17
5.347,1,0.219446,0
5.348,1,0.220325,4.25942e-18
5.349,1,0.2212,0
5.35,1,0.222071,1.22643e-17
5.351,1,0.222939,0
5.352,1,0.223802,0
5.353,1,0.224662,0
5.354,1,0.225518,0
5.355,1,0.226371,0
5.356,1,0.22727,0
5.357,1,0.228168,1.73108e-17
5.358,1,0.229062,0
5.359,1,0.229952,0
5.36,1,0.230838,0
5.361,1,0.231721,0
5.362,1,0.232599,1.71634e-17
5.363,1,0.233474,0
5.364,1,0.234345,0
5.365,1,0.235213,0
5.366,1,0.236077,0
5.367,1,0.236937,1.7016e-17
5.368,1,0.237794,2.6184e-17
5.369,1,0.238647,0
5.37,1,0.239497,0
5.371,1,0.240343,0
5.372,1,0.241187,0
5.373,1,0.242049,0
5.374,1,0.242938,0
5.375,1,0.243824,0
5.376,1,0.244705,0
5.377,1,0.245583,6.36038e-18
5.378,1,0.246458,1.67403e-17
5.379,1,0.247329,0
5.38,1,0.248196,0
5.381,1,0.24906,1.97768e-17
5.382,1,0.249921,0
5.383,1,0.250778,0
5.384,1,0.251632,2.53681e-17
5.385,1,0.252482,0
5.386,1,0.253329,0
5.387,1,0.254173,0
5.388,1,0.255014,0
5.389,1,0.255852,6.84412e-17
5.39,1,0.256686,0
5.391,1,0.257568,3.06616e-17
5.392,1,0.25845,0
5.393,1,0.259329,0
5.394,1,0.260204,3.70751e-17
5.395,1,0.261076,0
5.396,1,0.261944,0
5.397,1,0.262809,4.60436e-17
5.398,1,0.263671,0
5.399,1,0.26453,0
5.4,1,0.265385,0
5.401,1,0.266237,4.01175e-17
5.402,1,0.267086,0
5.403,1,0.267932,6.39805e-17
5.404,1,0.268775,0
5.405,1,0.269615,1.49147e-17
5.406,1,0.270452,4.48455e-17
5.407,1,0.271285,5.80544e-17
5.408,1,0.27214,0
5.409,1,0.273022,3.99325e-17
5.41,1,0.273901,2.65836e-18
5.411,1,0.274777,0
5.412,1,0.275649,3.19276e-17
5.413,1,0.276518,3.94788e-17
5.414,1,0.277384,0
5.415,1,0.278247,2.39228e-17
5.416,1,0.279107,0
5.417,1,0.279964,0
5.418,1,0.280817,0
5.419,1,0.281668,7.08492e-17
5.42,1,0.282515,0
5.421,1,0.28336,0
5.422,1,0.284202,0
5.423,1,0.285041,0
5.424,1,0.285876,0
5.425,1,0.286709,0
5.426,1,0.287591,0
5.427,1,0.288473,0
5.428,1,0.289352,0
5.429,1,0.290228,0
5.43,1,0.2911,2.19706e-17
5.431,1,0.29197,0
5.432,1,0.292837,0
5.433,1,0.2937,1.44081e-17
5.434,1,0.294561,0
5.435,1,0.295419,3.06569e-17
5.436,1,0.296273,0
5.437,1,0.297125,6.10727e-17
5.438,1,0.297974,0
5.439,1,0.29882,0
5.44,1,0.299663,0
5.441,1,0.300504,0
5.442,1,0.301341,0
5.443,1,0.302201,0
5.444,1,0.303088,0
5.445,1,0.303973,0
5.446,1,0.304855,0
5.447,1,0.305734,4.24838e-17
5.448,1,0.30661,0
5.449,1,0.307482,0
5.45,1,0.308352,3.81765e-18
5.451,1,0.309219,9.25021e-17
5.452,1,0.310083,0
5.453,1,0.310945,5.22472e-17
5.454,1,0.311803,6.03384e-17
5.455,1,0.312659,0
5.456,1,0.313511,0
5.457,1,0.314361,0
5.458,1,0.315209,1.55965e-17
5.459,1,0.316053,5.94557e-17
5.46,1,0.316895,6.75469e-17
5.461,1,0.317787,8.32192e-17
5.462,1,0.318679,6.12339e-17
5.463,1,0.319568,7.50166e-17
5.464,1,0.320454,0
5.465,1,0.321338,2.19887e-17
5.466,1,0.322218,0
5.467,1,0.323096,9.18245e-17
5.468,1,0.32397,6.98391e-17
5.469,1,0.324842,8.36218e-17
5.47,1,0.325712,0
5.471,1,0.326578,0
5.472,1,0.327442,0
5.473,1,0.328302,6.21069e-17
5.474,1,0.329161,3.10643e-17
5.475,1,0.330016,2.17183e-20
5.476,1,0.330869,2.28617e-17
5.477,1,0.331719,0
5.478,1,0.332591,7.53177e-17
5.479,1,0.333491,3.2037e-17
5.48,1,0.334389,0
5.481,1,0.335284,3.65187e-17
5.482,1,0.336176,0
5.483,1,0.337065,3.96077e-17
5.484,1,0.337951,0
5.485,1,0.338835,1.81904e-18
5.486,1,0.339715,7.3111e-18
5.487,1,0.340593,0
5.488,1,0.341469,0
5.489,1,0.342341,0
5.49,1,0.343211,1.48819e-17
5.491,1,0.344078,0
5.492,1,0.344943,1.93636e-17
5.493,1,0.345805,0
5.494,1,0.346665,0
5.495,1,0.347521,2.79447e-17
5.496,1,0.348427,2.58272e-17
5.497,1,0.349334,0
5.498,1,0.350239,0
5.499,1,0.35114,0
5.5,1,0.352039,2.30267e-17
5.501,1,0.352935,0
5.502,1,0.353828,0
5.503,1,0.354719,9.67581e-17
5.504,1,0.355607,0
5.505,1,0.356492,0
5.506,1,0.357374,7.57292e-17
5.507,1,0.358254,1.31118e-16
5.508,1,0.359131,0
5.509,1,0.360006,0
5.51,1,0.360878,0
5.511,1,0.361748,0
5.512,1,0.362615,0
5.513,1,0.363502,5.19411e-17
5.514,1,0.364419,0
5.515,1,0.365333,0
5.516,1,0.366245,0
5.517,1,0.367153,0
5.518,1,0.368059,0
5.519,1,0.368962,8.14339e-17
5.52,1,0.369862,2.35633e-17
5.521,1,0.37076,1.44655e-17
5.522,1,0.371655,4.62454e-17
5.523,1,0.372548,3.71476e-17
5.524,1,0.373438,1.63688e-16
5.525,1,0.374325,0
5.526,1,0.37521,0
5.527,1,0.376092,4.39584e-17
5.528,1,0.376972,0
5.529,1,0.377849,0
5.53,1,0.378724,0
5.531,1,0.379647,0
5.532,1,0.380571,3.21085e-17
5.533,1,0.381493,0
5.534,1,0.382413,5.76141e-17
5.535,1,0.383329,6.26496e-18
5.536,1,0.384243,4.45663e-17
5.537,1,0.385154,3.17706e-17
5.538,1,0.386063,7.51817e-17
5.539,1,0.386969,0
5.54,1,0.387872,0
5.541,1,0.388773,0
5.542,1,0.389671,0
5.543,1,0.390567,0
5.544,1,0.39146,0
5.545,1,0.392351,0
5.546,1,0.393239,0
5.547,1,0.394125,0
5.548,1,0.395031,0
5.549,1,0.395966,6.78396e-17
5.55,1,0.396898,9.19749e-17
5.551,1,0.397828,0
5.552,1,0.398755,0
5.553,1,0.399679,0
5.554,1,0.400601,0
5.555,1,0.40152,0
5.556,1,0.402436,6.7244e-17
5.557,1,0.40335,5.28259e-17
5.558,1,0.404261,0
5.559,1,0.40517,0
5.56,1,0.406076,0
5.561,1,0.40698,0
5.562,1,0.407882,0
5.563,1,0.408781,7.17581e-17
5.564,1,0.409677,0
5.565,1,0.410571,3.27025e-17
5.566,1,0.411512,2.97572e-17
5.567,1,0.412454,0
5.568,1,0.413393,0
5.569,1,0.41433,0
5.57,1,0.415265,0
5.571,1,0.416197,0
5.572,1,0.417126,0
5.573,1,0.418052,0
5.574,1,0.418977,6.53963e-17
5.575,1,0.419898,3.83316e-18
5.576,1,0.420817,0
5.577,1,0.421734,0
5.578,1,0.422648,1.16429e-16
5.579,1,0.42356,0
5.58,1,0.424469,2.16366e-17
5.581,1,0.425376,0
5.582,1,0.42628,1.1385e-17
5.583,1,0.427204,4.35569e-17
5.584,1,0.428156,2.83081e-17
5.585,1,0.429105,0
5.586,1,0.430051,3.63638e-17
5.587,1,0.430995,5.96683e-17
5.588,1,0.431937,0
5.589,1,0.432875,3.42803e-17
5.59,1,0.433812,5.24751e-17
5.591,1,0.434745,0
5.592,1,0.435677,0
5.593,1,0.436605,0
5.594,1,0.437532,0
5.595,1,0.438456,5.84474e-17
5.596,1,0.439377,0
5.597,1,0.440296,0
5.598,1,0.441213,0
5.599,1,0.442127,0
5.6,1,0.443039,2.07566e-17
5.601,1,0.443996,0
5.602,1,0.444954,0
5.603,1,0.445909,4.94745e-17
5.604,1,0.446862,0
5.605,1,0.447812,0
5.606,1,0.44876,0
5.607,1,0.449705,0
5.608,1,0.450648,2.90634e-17
5.609,1,0.451589,0
5.61,1,0.452527,1.15751e-16
5.611,1,0.453462,1.73262e-16
5.612,1,0.454395,1.0257e-16
5.613,1,0.455326,4.2096e-17
5.614,1,0.456255,9.9565e-18
5.615,1,0.457181,2.89141e-17
5.616,1,0.458104,0
5.617,1,0.459026,1.15602e-16
5.618,1,0.459965,1.08696e-16
5.619,1,0.460931,2.54618e-17
5.62,1,0.461895,8.80851e-17
5.621,1,0.462856,6.10578e-17
5.622,1,0.463814,6.74743e-17
5.623,1,0.46477,0
5.624,1,0.465724,1.34198e-17
5.625,1,0.466675,1.98363e-17
5.626,1,0.467624,8.75693e-17
5.627,1,0.46857,0
5.628,1,0.469514,0
5.629,1,0.470456,3.99312e-17
5.63,1,0.471395,3.61282e-17
5.631,1,0.472332,1.42107e-17
5.632,1,0.473267,0
5.633,1,0.474199,0
5.634,1,0.475129,0
5.635,1,0.476057,0
5.636,1,0.477025,4.04426e-17
5.637,1,0.477996,5.01443e-17
5.638,1,0.478963,0
5.639,1,0.479929,0
5.64,1,0.480892,0
5.641,1,0.481853,0
5.642,1,0.482811,0
5.643,1,0.483767,0
5.644,1,0.48472,0
5.645,1,0.485671,0
5.646,1,0.48662,0
5.647,1,0.487566,1.47697e-17
5.648,1,0.48851,0
5.649,1,0.489452,4.71778e-17
5.65,1,0.490392,0
5.651,1,0.491329,0
5.652,1,0.492264,0
5.653,1,0.493216,6.94918e-17
5.654,1,0.494193,0
5.655,1,0.495167,7.59127e-17
5.656,1,0.496138,1.08473e-18
5.657,1,0.497108,0
5.658,1,0.498075,0
5.659,1,0.49904,0
5.66,1,0.500002,0
5.661,1,0.500962,0
5.662,1,0.501919,2.23285e-18
5.663,1,0.502875,0
5.664,1,0.503828,1.37634e-17
5.665,1,0.504779,5.36177e-18
5.666,1,0.505727,0
5.667,1,0.506674,1.17826e-17
5.668,1,0.507618,0
5.669,1,0.50856,5.19874e-18
5.67,1,0.509499,1.49116e-17
5.671,1,0.510476,0
5.672,1,0.511455,0
5.673,1,0.512432,4.94209e-17
5.674,1,0.513406,7.76483e-17
5.675,1,0.514377,0
5.676,1,0.515347,6.25671e-17
5.677,1,0.516314,0
5.678,1,0.517279,0
5.679,1,0.518241,0
5.68,1,0.519202,0
5.681,1,0.52016,0
5.682,1,0.521116,0
5.683,1,0.522069,0
5.684,1,0.523021,0
5.685,1,0.52397,0
5.686,1,0.524917,4.84778e-17
5.687,1,0.525862,0
5.688,1,0.526822,6.83193e-18
5.689,1,0.527804,0
5.69,1,0.528784,4.5926e-17
5.691,1,0.529762,0
5.692,1,0.530737,0
5.693,1,0.53171,1.51471e-17
5.694,1,0.532681,4.51441e-17
5.695,1,0.533649,0
5.696,1,0.534616,0
5.697,1,0.53558,0
5.698,1,0.536542,3.13574e-17
5.699,1,0.537502,0
5.7,1,0.538459,0
5.701,1,0.539415,5.78495e-19
5.702,1,0.540368,0
5.703,1,0.541319,0
5.704,1,0.542268,0
5.705,1,0.543215,0
5.706,1,0.544195,0
5.707,1,0.545177,0
5.708,1,0.546157,3.82805e-17
5.709,1,0.547134,0
5.71,1,0.548109,0
5.711,1,0.549082,0
5.712,1,0.550053,0
5.713,1,0.551022,0
5.714,1,0.551988,0
5.715,1,0.552953,0
5.716,1,0.553915,0
5.717,1,0.554875,0
5.718,1,0.555833,0
5.719,1,0.556788,0
5.72,1,0.557742,0
5.721,1,0.558694,0
5.722,1,0.559643,0
5.723,1,0.560606,2.53093e-17
5.724,1,0.561588,0
5.725,1,0.562568,0
5.726,1,0.563546,0
5.727,1,0.564522,8.69837e-17
5.728,1,0.565496,0
5.729,1,0.566467,2.70082e-17
5.73,1,0.567437,8.78332e-17
5.731,1,0.568404,0
5.732,1,0.569369,0
5.733,1,0.570332,0
5.734,1,0.571293,0
5.735,1,0.572252,2.87071e-17
5.736,1,0.573209,1.28863e-17
5.737,1,0.574164,0
5.738,1,0.575117,2.95566e-17
5.739,1,0.576068,1.37358e-17
5.74,1,0.577017,0
5.741,1,0.577995,0
5.742,1,0.578974,9.59545e-18
5.743,1,0.579951,0
5.744,1,0.580927,0
5.745,1,0.5819,0
5.746,1,0.582871,0
5.747,1,0.58384,0
5.748,1,0.584807,4.67217e-17
5.749,1,0.585771,0
5.75,1,0.586734,0
5.751,1,0.587695,0
5.752,1,0.588654,0
5.753,1,0.589611,0
5.754,1,0.590566,8.38479e-17
5.755,1,0.591519,1.03708e-17
5.756,1,0.592469,0
5.757,1,0.593418,5.24761e-17
5.758,1,0.594378,4.46407e-17
5.759,1,0.595355,0
5.76,1,0.596329,0
5.761,1,0.597302,0
5.762,1,0.598273,0
5.763,1,0.599241,0
5.764,1,0.600208,4.27155e-17
5.765,1,0.601172,0
5.766,1,0.602135,0
5.767,1,0.603096,0
5.768,1,0.604054,0
5.769,1,0.605011,0
5.77,1,0.605966,0
5.771,1,0.606919,0
5.772,1,0.60787,0
5.773,1,0.608819,0
5.774,1,0.609766,0
5.775,1,0.610711,0
5.776,1,0.61168,2.58246e-17
5.777,1,0.612651,0
5.778,1,0.613619,3.58636e-17
5.779,1,0.614586,0
5.78,1,0.615551,0
5.781,1,0.616513,0
5.782,1,0.617474,0
5.783,1,0.618433,0
5.784,1,0.61939,0
5.785,1,0.620345,5.03486e-18
5.786,1,0.621298,0
5.787,1,0.622249,1.78592e-17
5.788,1,0.623199,0
5.789,1,0.624146,2.04642e-17
5.79,1,0.625092,0
5.791,1,0.626036,0
5.792,1,0.626978,0
5.793,1,0.627929,0
5.794,1,0.628893,0
5.795,1,0.629856,0
5.796,1,0.630818,0
5.797,1,0.631777,0
5.798,1,0.632734,0
5.799,1,0.63369,0
5.8,1,0.634643,8.0466e-17
5.801,1,0.635595,0
5.802,1,0.636545,2.18468e-17
5.803,1,0.637493,1.42573e-16
5.804,1,0.638439,0
5.805,1,0.639384,0
5.806,1,0.640327,0
5.807,1,0.641268,0
5.808,1,0.642207,0
5.809,1,0.643144,0
5.81,1,0.64408,0
5.811,1,0.645035,0
5.812,1,0.645991,0
5.813,1,0.646945,0
5.814,1,0.647897,0
5.815,1,0.648847,0
5.816,1,0.649796,4.40155e-17
5.817,1,0.650742,4.84827e-17
5.818,1,0.651687,0
5.819,1,0.65263,0
5.82,1,0.653572,0
5.821,1,0.654512,0
5.822,1,0.655449,4.8532e-18
5.823,1,0.656386,0
5.824,1,0.65732,0
5.825,1,0.658253,0
5.826,1,0.659184,0
5.827,1,0.660113,0
5.828,1,0.661049,3.88949e-17
5.829,1,0.661996,0
5.83,1,0.662941,0
5.831,1,0.663885,0
5.832,1,0.664826,0
5.833,1,0.665766,0
5.834,1,0.666704,0
5.835,1,0.667641,3.0068e-18
5.836,1,0.668576,4.02176e-17
5.837,1,0.669509,0
5.838,1,0.67044,0
5.839,1,0.67137,5.9875e-17
5.84,1,0.672298,0
5.841,1,0.673225,0
5.842,1,0.674149,0
5.843,1,0.675073,2.47683e-17
5.844,1,0.675994,0
5.845,1,0.676914,0
5.846,1,0.677848,5.36699e-17
5.847,1,0.678783,8.60244e-17
5.848,1,0.679716,0
5.849,1,0.680648,9.96362e-17
5.85,1,0.681578,0
5.851,1,0.682506,0
5.852,1,0.683433,0
5.853,1,0.684358,6.55433e-17
5.854,1,0.685281,0
5.855,1,0.686203,0
5.856,1,0.687123,0
5.857,1,0.688041,0
5.858,1,0.688958,0
5.859,1,0.689874,0
5.86,1,0.690787,0
5.861,1,0.6917,0
5.862,1,0.69261,1.39219e-17
5.863,1,0.693525,0
5.864,1,0.694448,0
5.865,1,0.69537,0
5.866,1,0.69629,0
5.867,1,0.697208,0
5.868,1,0.698125,0
5.869,1,0.69904,0
5.87,1,0.699953,0
5.871,1,0.700865,4.9707e-17
5.872,1,0.701776,0
5.873,1,0.702685,0
5.874,1,0.703592,0
5.875,1,0.704498,3.31726e-17
5.876,1,0.705402,0
5.877,1,0.706305,0
5.878,1,0.707207,0
5.879,1,0.708107,0
5.88,1,0.709005,0
5.881,1,0.709913,2.381e-17
5.882,1,0.710821,0
5.883,1,0.711728,0
5.884,1,0.712633,4.87429e-17
5.885,1,0.713537,0
5.886,1,0.714439,0
5.887,1,0.71534,0
5.888,1,0.716239,2.31271e-19
5.889,1,0.717136,0
5.89,1,0.718033,0
5.891,1,0.718928,0
5.892,1,0.719821,0
5.893,1,0.720713,0
5.894,1,0.721603,0
5.895,1,0.722492,0
5.896,1,0.72338,0
5.897,1,0.724266,3.41521e-17
5.898,1,0.725155,0
5.899,1,0.726048,1.47396e-17
5.9,1,0.726941,9.40569e-18
5.901,1,0.727831,0
5.902,1,0.72872,0
5.903,1,0.729608,2.08934e-16
5.904,1,0.730494,0
5.905,1,0.731379,0
5.906,1,0.732263,0
5.907,1,0.733145,0
5.908,1,0.734026,0
5.909,1,0.734905,0
5.91,1,0.735784,0
5.911,1,0.73666,0
5.912,1,0.737536,0
5.913,1,0.73841,0
5.914,1,0.739282,5.45599e-17
5.915,1,0.740154,2.87871e-17
5.916,1,0.74103,0
5.917,1,0.741906,0
5.918,1,0.742781,0
5.919,1,0.743654,0
5.92,1,0.744526,0
5.921,1,0.745397,0
5.922,1,0.746266,0
5.923,1,0.747134,0
5.924,1,0.748001,0
5.925,1,0.748867,0
5.926,1,0.749731,0
5.927,1,0.750594,0
5.928,1,0.751455,0
5.929,1,0.752315,0
5.93,1,0.753174,3.79888e-17
5.931,1,0.754032,0
5.932,1,0.754889,0
5.933,1,0.755746,0
5.934,1,0.756604,2.01839e-17
5.935,1,0.757462,0
5.936,1,0.758318,0
5.937,1,0.759173,0
5.938,1,0.760027,0
5.939,1,0.760879,0
5.94,1,0.761731,0
5.941,1,0.762581,0
5.942,1,0.763429,0
5.943,1,0.764277,0
5.944,1,0.765123,0
5.945,1,0.765968,0
5.946,1,0.766812,0
5.947,1,0.767655,0
5.948,1,0.768496,0
5.949,1,0.769337,0
5.95,1,0.770176,0
5.951,1,0.771016,0
5.952,1,0.771855,0
5.953,1,0.772693,0
5.954,1,0.773529,0
5.955,1,0.774365,0
5.956,1,0.775199,0
5.957,1,0.776032,0
5.958,1,0.776864,0
5.959,1,0.777695,0
5.96,1,0.778525,0
5.961,1,0.779353,8.70967e-17
5.962,1,0.780181,0
5.963,1,0.781007,0
5.964,1,0.781832,0
5.965,1,0.782656,0
5.966,1,0.783479,8.10927e-17
5.967,1,0.7843,0
5.968,1,0.785121,0
5.969,1,0.785941,0
5.97,1,0.786759,0
5.971,1,0.787576,0
5.972,1,0.788392,0
5.973,1,0.789208,0
5.974,1,0.790021,3.72509e-17
5.975,1,0.790834,0
5.976,1,0.791646,9.00746e-17
5.977,1,0.792457,0
5.978,1,0.793266,0
5.979,1,0.794075,0
5.98,1,0.794882,0
5.981,1,0.795689,0
5.982,1,0.796494,1.51e-16
5.983,1,0.797298,1.34402e-17
5.984,1,0.798102,0
5.985,1,0.798904,0
5.986,1,0.799703,0
5.987,1,0.800501,0
5.988,1,0.801298,0
5.989,1,0.802093,0
5.99,1,0.802888,0
5.991,1,0.803682,0
5.992,1,0.804474,0
5.993,1,0.805266,0
5.994,1,0.806057,5.67007e-18
5.995,1,0.806846,0
5.996,1,0.807635,0
5.997,1,0.808423,0
5.998,1,0.809209,2.91658e-17
5.999,1,0.809995,0
6,1,0.810779,1.38459e-16
6.001,1,0.811563,0
6.002,1,0.812346,0
6.003,1,0.813126,0
6.004,1,0.813902,0
6.005,1,0.814677,0
6.006,1,0.815451,0
6.007,1,0.816225,0
6.008,1,0.816997,1.46919e-16
6.009,1,0.817768,0
6.01,1,0.818539,0
6.011,1,0.819308,0
6.012,1,0.820077,3.16509e-17
6.013,1,0.820844,1.08044e-16
6.014,1,0.821611,9.71113e-17
6.015,1,0.822377,0
6.016,1,0.823141,0
6.017,1,0.823905,0
6.018,1,0.824668,0
6.019,1,0.82543,5.82368e-17
6.02,1,0.826191,0
6.021,1,0.826946,0
6.022,1,0.827699,0
6.023,1,0.828451,0
6.024,1,0.829201,4.83779e-17
6.025,1,0.829952,8.91101e-17
6.026,1,0.830701,7.20915e-18
6.027,1,0.831449,2.75025e-17
6.028,1,0.832197,0
6.029,1,0.832943,0
6.03,1,0.833689,0
6.031,1,0.834434,0
6.032,1,0.835178,0
6.033,1,0.835921,0
6.034,1,0.836663,0
6.035,1,0.837404,0
6.036,1,0.838145,0
6.037,1,0.838884,9.29345e-17
6.038,1,0.83962,9.40375e-17
6.039,1,0.84035,0
6.04,1,0.841078,7.11569e-17
6.041,1,0.841806,0
6.042,1,0.842533,0
6.043,1,0.84326,2.38312e-17
6.044,1,0.843985,0
6.045,1,0.84471,2.13894e-17
6.046,1,0.845433,0
6.047,1,0.846156,8.72825e-18
6.048,1,0.846879,0
6.049,1,0.8476,0
6.05,1,0.84832,0
6.051,1,0.84904,0
6.052,1,0.849759,0
6.053,1,0.850477,0
6.054,1,0.851195,0
6.055,1,0.851911,0
6.056,1,0.852618,0
6.057,1,0.853323,0
6.058,1,0.854027,0
6.059,1,0.85473,0
6.06,1,0.855432,0
6.061,1,0.856134,0
6.062,1,0.856835,0
6.063,1,0.857535,0
6.064,1,0.858234,0
6.065,1,0.858933,2.70523e-17
6.066,1,0.859631,0
6.067,1,0.860328,0
6.068,1,0.861025,8.15291e-18
6.069,1,0.86172,0
6.07,1,0.862415,0
6.071,1,0.863109,0
6.072,1,0.863803,1.57299e-16
6.073,1,0.864491,0
6.074,1,0.865171,0
6.075,1,0.865851,2.03083e-16
6.076,1,0.866529,0
6.077,1,0.867207,0
6.078,1,0.867885,0
6.079,1,0.868561,0
6.08,1,0.869237,0
6.081,1,0.869912,4.61325e-17
6.082,1,0.870587,0
6.083,1,0.871261,0
6.084,1,0.871934,1.52068e-16
6.085,1,0.872606,0
6.086,1,0.873278,0
6.087,1,0.873949,0
6.088,1,0.874619,0
6.089,1,0.875289,0
6.09,1,0.875958,0
6.091,1,0.876615,8.48398e-18
6.092,1,0.877269,0
6.093,1,0.877922,0
6.094,1,0.878575,0
6.095,1,0.879228,0
6.096,1,0.879879,0
6.097,1,0.88053,0
6.098,1,0.881181,0
6.099,1,0.88183,0
6.1,1,0.882479,0
6.101,1,0.883128,0
6.102,1,0.883776,0
6.103,1,0.884423,0
6.104,1,0.885069,0
6.105,1,0.885715,0
6.106,1,0.886361,8.12749e-18
6.107,1,0.887005,0
6.108,1,0.887644,2.11845e-17
6.109,1,0.888272,0
6.11,1,0.8889,0
6.111,1,0.889527,0
6.112,1,0.890154,0
6.113,1,0.89078,0
6.114,1,0.891405,0
6.115,1,0.89203,0
6.116,1,0.892654,0
6.117,1,0.893278,0
6.118,1,0.893901,0
6.119,1,0.894524,0
6.12,1,0.895145,0
6.121,1,0.895767,6.20315e-17
6.122,1,0.896388,8.03225e-17
6.123,1,0.897008,0
6.124,1,0.897628,0
6.125,1,0.898247,0
6.126,1,0.898851,0
6.127,1,0.899453,0
6.128,1,0.900054,0
6.129,1,0.900655,3.45851e-17
6.13,1,0.901255,3.94078e-17
6.131,1,0.901855,0
6.132,1,0.902454,0
6.133,1,0.903052,0
6.134,1,0.90365,0
6.135,1,0.904248,0
6.136,1,0.904845,0
6.137,1,0.905441,0
6.138,1,0.906037,0
6.139,1,0.906633,0
6.14,1,0.907228,0
6.141,1,0.907822,0
6.142,1,0.908416,0
6.143,1,0.909003,0
6.144,1,0.909578,0
6.145,1,0.910153,0
6.146,1,0.910727,0
6.147,1,0.911301,0
6.148,1,0.911874,0
6.149,1,0.912447,0
6.15,1,0.913019,0
6.151,1,0.913591,0
6.152,1,0.914162,0
6.153,1,0.914733,0
6.154,1,0.915303,5.60477e-17
6.155,1,0.915873,0
6.156,1,0.916442,0
6.157,1,0.917011,0
6.158,1,0.91758,0
6.159,1,0.918148,0
6.16,1,0.918715,0
6.161,1,0.919266,1.40355e-17
6.162,1,0.919814,0
6.163,1,0.920362,0
6.164,1,0.920909,1.26654e-17
6.165,1,0.921455,0
6.166,1,0.922002,0
6.167,1,0.922547,1.0327e-16
6.168,1,0.923093,0
6.169,1,0.923638,0
6.17,1,0.924182,0
6.171,1,0.924726,0
6.172,1,0.92527,0
6.173,1,0.925813,0
6.174,1,0.926356,2.22029e-18
6.175,1,0.926898,3.76852e-17
6.176,1,0.92744,0
6.177,1,0.927982,0
6.178,1,0.928516,0
6.179,1,0.929037,0
6.18,1,0.929557,0
6.181,1,0.930077,0
6.182,1,0.930597,0
6.183,1,0.931116,0
6.184,1,0.931635,0
6.185,1,0.932153,0
6.186,1,0.932671,1.22899e-17
6.187,1,0.933189,0
6.188,1,0.933706,0
6.189,1,0.934223,0
6.19,1,0.93474,9.03533e-17
6.191,1,0.935256,0
6.192,1,0.935772,0
6.193,1,0.936288,0
6.194,1,0.936803,0
6.195,1,0.937317,0
6.196,1,0.937814,8.87148e-18
6.197,1,0.938307,0
6.198,1,0.9388,0
6.199,1,0.939293,0
6.2,1,0.939785,0
6.201,1,0.940277,0
6.202,1,0.940768,0
6.203,1,0.94126,0
6.204,1,0.941751,0
6.205,1,0.942241,1.07193e-16
6.206,1,0.942731,1.67519e-17
6.207,1,0.943221,0
6.208,1,0.943711,0
6.209,1,0.9442,0
6.21,1,0.944689,6.00365e-17
6.211,1,0.945177,0
6.212,1,0.945665,0
6.213,1,0.946146,0
6.214,1,0.946612,0
6.215,1,0.947077,0
6.216,1,0.947542,0
6.217,1,0.948007,0
6.218,1,0.948472,8.17193e-19
6.219,1,0.948937,0
6.22,1,0.949401,0
6.221,1,0.949864,0
6.222,1,0.950328,0
6.223,1,0.950791,0
6.224,1,0.951254,0
6.225,1,0.951717,0
6.226,1,0.952179,0
6.227,1,0.952641,0
6.228,1,0.953103,0
6.229,1,0.953564,0
6.23,1,0.954025,0
6.231,1,0.954467,0
6.232,1,0.954906,0
6.233,1,0.955344,0
6.234,1,0.955782,0
6.235,1,0.956219,0
6.236,1,0.956657,0
6.237,1,0.957094,0
6.238,1,0.957531,0
6.239,1,0.957967,0
6.24,1,0.958404,0
6.241,1,0.95884,0
6.242,1,0.959276,0
6.243,1,0.959711,0
6.244,1,0.960146,0
6.245,1,0.960581,0
6.246,1,0.961016,0
6.247,1,0.961451,0
6.248,1,0.961877,0
6.249,1,0.962288,0
6.25,1,0.962699,0
6.251,1,0.963109,1.57612e-16
6.252,1,0.963519,0
6.253,1,0.96393,1.02742e-16
6.254,1,0.964339,0
6.255,1,0.964749,0
6.256,1,0.965158,5.10952e-17
6.257,1,0.965567,0
6.258,1,0.965976,0
6.259,1,0.966385,0
6.26,1,0.966793,0
6.261,1,0.967202,0
6.262,1,0.967609,0
6.263,1,0.968017,0
6.264,1,0.968425,0
