"phi","r","g","b"
1.756,3.59558e-15,1,0.968153
1.757,2.56071e-15,1,0.96853
1.758,6.54627e-15,1,0.968906
1.759,0,1,0.969282
1.76,4.47259e-15,1,0.969658
1.761,2.72052e-15,1,0.970034
1.762,9.68446e-16,1,0.97041
1.763,0,1,0.970785
1.764,3.3705e-16,1,0.97116
1.765,0,1,0.971535
1.766,2.56267e-15,1,0.97191
1.767,8.10593e-16,1,0.972285
1.768,0,1,0.97264
1.769,1.0293e-15,1,0.972992
1.77,3.2075e-16,1,0.973343
1.771,1.04267e-15,1,0.973694
1.772,1.7646e-15,1,0.974045
1.773,2.48652e-15,1,0.974396
1.774,3.39625e-16,1,0.974747
1.775,2.49989e-15,1,0.975097
1.776,3.21788e-15,1,0.975448
1.777,3.9398e-15,1,0.975798
1.778,1.80078e-15,1,0.976148
1.779,5.38365e-15,1,0.976498
1.78,6.11344e-15,1,0.976847
1.781,2.5282e-15,1,0.977197
1.782,6.11894e-15,1,0.977546
1.783,5.40646e-15,1,0.977895
1.784,3.25956e-15,1,0.978244
1.785,2.8681e-15,1,0.978586
1.786,3.05349e-15,1,0.978912
1.787,4.67329e-15,1,0.979238
1.788,3.44001e-15,1,0.979563
1.789,7.94043e-15,1,0.979889
1.79,3.8226e-15,1,0.980214
1.791,4.0198e-15,1,0.980539
1.792,4.19732e-15,1,0.980865
1.793,4.39845e-15,1,0.98119
1.794,1.03254e-14,1,0.981514
1.795,7.64985e-15,1,0.981839
1.796,3.53989e-15,1,0.982164
1.797,5.15969e-15,1,0.982488
1.798,6.78342e-15,1,0.982812
1.799,2.6774e-15,1,0.983136
1.8,4.2972e-15,1,0.98346
1.801,3.06392e-15,1,0.983784
1.802,3.24931e-15,1,0.984108
1.803,4.06668e-15,1,0.984413
1.804,5.54225e-16,1,0.984713
1.805,0,1,0.985014
1.806,2.13971e-15,1,0.985314
1.807,4.35702e-15,1,0.985615
1.808,3.70552e-15,1,0.985915
1.809,3.06582e-15,1,0.986215
1.81,9.95643e-16,1,0.986515
1.811,6.08177e-15,1,0.986814
1.812,4.00766e-15,1,0.987114
1.813,1.92175e-15,1,0.987414
1.814,4.14694e-15,1,0.987713
1.815,3.5033e-15,1,0.988012
1.816,1.42526e-15,1,0.988312
1.817,2.2121e-15,1,0.988611
1.818,3.00287e-15,1,0.98891
1.819,2.35137e-15,1,0.989209
1.82,2.3738e-15,1,0.9895
1.821,7.56621e-16,1,0.989776
1.822,3.45447e-15,1,0.990052
1.823,1.83729e-15,1,0.990327
1.824,1.66632e-15,1,0.990603
1.825,0,1,0.990879
1.826,2.74699e-15,1,0.991154
1.827,2.56815e-15,1,0.991429
1.828,9.58841e-16,1,0.991705
1.829,7.80003e-16,1,0.99198
1.83,2.03951e-15,1,0.992255
1.831,0,1,0.99253
1.832,1.68183e-15,1,0.992805
1.833,1.50693e-15,1,0.993079
1.834,0,1,0.993354
1.835,5.45642e-15,1,0.993629
1.836,9.82223e-16,1,0.993903
1.837,0,1,0.994177
1.838,1.60036e-15,1,0.994433
1.839,0,1,0.994685
1.84,0,1,0.994937
1.841,1.87236e-15,1,0.995188
1.842,2.43723e-15,0.999999,0.99544
1.843,2.99816e-15,0.999999,0.995691
1.844,5.00531e-15,0.999999,0.995943
1.845,1.26302e-15,0.999999,0.996194
1.846,4.01344e-16,0.999999,0.996445
1.847,3.83109e-15,0.999999,0.996696
1.848,4.39596e-15,0.999999,0.996947
1.849,2.09595e-15,0.999999,0.997198
1.85,4.09916e-15,0.999999,0.997449
1.851,3.22962e-15,0.999999,0.9977
1.852,2.36401e-15,0.999998,0.997951
1.853,5.79376e-15,0.999998,0.998201
1.854,3.49375e-15,0.999998,0.998452
1.855,6.12486e-15,0.999947,0.998647
1.856,3.91319e-15,0.999788,0.998726
1.857,7.43915e-15,0.999629,0.998805
1.858,3.78914e-15,0.99947,0.998884
1.859,3.01188e-15,0.999311,0.998962
1.86,6.53391e-15,0.999152,0.999041
1.861,1.90211e-17,0.998992,0.99912
1.862,4.97546e-15,0.998833,0.999199
1.863,2.76379e-15,0.998674,0.999277
1.864,0,0.998515,0.999356
1.865,2.63975e-15,0.998355,0.999435
1.866,4.7313e-15,0.998196,0.999514
1.867,2.51963e-15,0.998037,0.999592
1.868,0,0.997877,0.999671
1.869,0,0.997718,0.99975
1.87,3.0488e-15,0.997558,0.999829
1.871,8.37133e-16,0.997399,0.999907
1.872,5.59383e-17,0.997239,0.999986
1.873,3.14507e-16,0.997001,1
1.874,1.81279e-15,0.996745,1
1.875,4.38329e-16,0.996489,1
1.876,1.93268e-15,0.996233,1
1.877,1.99656e-15,0.995977,1
1.878,3.49484e-15,0.995721,1
1.879,3.55479e-15,0.995465,1
1.88,7.49849e-16,0.995208,1
1.881,6.54743e-15,0.994952,1
1.882,5.1769e-15,0.994695,1
1.883,2.36802e-15,0.994439,1
1.884,5.29678e-15,0.994182,1
1.885,5.36066e-15,0.993925,1
1.886,2.55179e-15,0.993668,1
1.887,0,0.993411,1
1.888,5.54836e-15,0.993154,1
1.889,4.1739e-15,0.992897,1
1.89,5.29482e-15,0.992634,1
1.891,2.13942e-15,0.992357,1
1.892,7.58654e-15,0.99208,1
1.893,5.86162e-15,0.991803,1
1.894,4.1367e-15,0.991526,1
1.895,2.41571e-15,0.991248,1
1.896,2.12519e-15,0.990971,1
1.897,1.83468e-15,0.990693,1
1.898,2.97857e-15,0.990416,1
1.899,2.68806e-15,0.990138,1
1.9,5.27029e-15,0.98986,1
1.901,6.76555e-16,0.989582,1
1.902,1.82045e-15,0.989304,1
1.903,2.96434e-15,0.989026,1
1.904,5.54658e-15,0.988748,1
1.905,5.25606e-15,0.988469,1
1.906,6.62325e-16,0.988191,1
1.907,3.7181e-16,0.987912,1
1.908,2.66285e-15,0.987618,1
1.909,1.55536e-15,0.98732,1
1.91,4.47862e-16,0.987022,1
1.911,7.70842e-16,0.986723,1
1.912,0,0.986425,1
1.913,4.29349e-15,0.986126,1
1.914,1.74765e-15,0.985827,1
1.915,6.40159e-16,0.985529,1
1.916,9.67074e-16,0.98523,1
1.917,2.7284e-15,0.98493,1
1.918,1.86495e-16,0.984631,1
1.919,0,0.984332,1
1.92,0,0.984033,1
1.921,1.15937e-15,0.983733,1
1.922,4.35904e-15,0.983433,1
1.923,3.78792e-16,0.983133,1
1.924,2.13618e-15,0.982834,1
1.925,4.726e-15,0.982528,1
1.926,2.67647e-15,0.982209,1
1.927,0,0.98189,1
1.928,5.7534e-15,0.981571,1
1.929,2.26946e-15,0.981252,1
1.93,1.65828e-15,0.980933,1
1.931,3.91198e-15,0.980613,1
1.932,3.29686e-15,0.980294,1
1.933,4.11615e-15,0.979974,1
1.934,3.50497e-15,0.979654,1
1.935,4.32426e-15,0.979334,1
1.936,8.40327e-16,0.979014,1
1.937,2.25209e-16,0.978694,1
1.938,2.48284e-15,0.978373,1
1.939,0,0.978053,1
1.94,2.68702e-15,0.977732,1
1.941,0,0.977411,1
1.942,2.89512e-15,0.97709,1
1.943,0,0.976754,1
1.944,1.76547e-15,0.976415,1
1.945,0,0.976075,1
1.946,7.45634e-16,0.975735,1
1.947,0,0.975395,1
1.948,0,0.975055,1
1.949,2.79797e-15,0.974714,1
1.95,4.43967e-15,0.974374,1
1.951,3.21255e-15,0.974033,1
1.952,1.98543e-15,0.973692,1
1.953,5.06153e-15,0.973352,1
1.954,9.65594e-16,0.97301,1
1.955,5.47217e-15,0.972669,1
1.956,4.24505e-15,0.972328,1
1.957,4.45234e-15,0.971986,1
1.958,0,0.971644,1
1.959,6.30132e-15,0.971302,1
1.96,4.96565e-15,0.970955,1
1.961,2.86097e-15,0.970595,1
1.962,5.05951e-15,0.970235,1
1.963,1.52043e-15,0.969875,1
1.964,3.71897e-15,0.969514,1
1.965,4.48311e-15,0.969154,1
1.966,5.24724e-15,0.968793,1
1.967,3.14256e-15,0.968432,1
1.968,3.9067e-15,0.968071,1
1.969,3.23643e-15,0.96771,1
1.97,1.13175e-15,0.967349,1
1.971,3.33029e-15,0.966987,1
1.972,1.22168e-15,0.966625,1
1.973,3.42023e-15,0.966263,1
1.974,5.61877e-15,0.965901,1
1.975,2.07968e-15,0.965539,1
1.976,4.27823e-15,0.965176,1
1.977,3.60796e-15,0.964814,1
1.978,2.60392e-15,0.964437,1
1.979,4.00065e-15,0.964058,1
1.98,2.52464e-15,0.963678,1
1.981,0,0.963298,1
1.982,2.44142e-15,0.962917,1
1.983,2.39981e-15,0.962537,1
1.984,3.79261e-15,0.962156,1
1.985,5.18541e-15,0.961775,1
1.986,2.27892e-15,0.961394,1
1.987,2.23731e-15,0.961013,1
1.988,5.06452e-15,0.960631,1
1.989,7.89172e-15,0.96025,1
1.99,4.9813e-15,0.959868,1
1.991,0,0.959486,1
1.992,2.0332e-15,0.959103,1
1.993,1.99159e-15,0.958721,1
1.994,3.38439e-15,0.958338,1
1.995,5.99942e-15,0.95795,1
1.996,0,0.957551,1
1.997,4.99574e-16,0.957152,1
1.998,0,0.956752,1
1.999,6.47106e-15,0.956353,1
2,1.57149e-15,0.955953,1
2.001,5.27444e-15,0.955553,1
2.002,4.67416e-15,0.955152,1
2.003,2.63948e-15,0.954752,1
2.004,2.0392e-15,0.954351,1
2.005,5.74608e-15,0.95395,1
2.006,0,0.953549,1
2.007,1.67671e-15,0.953147,1
2.008,1.07644e-15,0.952745,1
2.009,3.34891e-15,0.952343,1
2.01,0,0.951941,1
2.011,2.14836e-15,0.951539,1
2.012,1.54808e-15,0.951136,1
2.013,0,0.950721,1
2.014,2.25192e-15,0.950303,1
2.015,1.5077e-16,0.949885,1
2.016,0,0.949466,1
2.017,3.1205e-15,0.949047,1
2.018,1.01542e-15,0.948628,1
2.019,1.78308e-15,0.948209,1
2.02,1.11634e-15,0.947789,1
2.021,1.884e-15,0.947369,1
2.022,0,0.946949,1
2.023,5.50509e-16,0.946529,1
2.024,0,0.946108,1
2.025,0,0.945687,1
2.026,1.41516e-15,0.945266,1
2.027,0,0.944845,1
2.028,8.1667e-17,0.944423,1
2.029,0,0.944001,1
2.03,2.42467e-16,0.943575,1
2.031,2.20044e-16,0.943138,1
2.032,1.63596e-15,0.942702,1
2.033,0,0.942265,1
2.034,0,0.941827,1
2.035,1.56869e-15,0.94139,1
2.036,1.11861e-16,0.940952,1
2.037,8.9438e-17,0.940514,1
2.038,6.70146e-17,0.940076,1
2.039,0,0.939637,1
2.04,0,0.939198,1
2.041,3.67864e-18,0.938759,1
2.042,1.41566e-15,0.93832,1
2.043,0,0.93788,1
2.044,1.37082e-15,0.93744,1
2.045,1.35233e-15,0.937,1
2.046,0,0.936559,1
2.047,1.30748e-15,0.936119,1
2.048,9.98035e-16,0.935667,1
2.049,4.52522e-16,0.935213,1
2.05,0,0.934759,1
2.051,2.23031e-15,0.934304,1
2.052,1.6848e-15,0.933849,1
2.053,1.13929e-15,0.933393,1
2.054,2.02818e-15,0.932938,1
2.055,1.48267e-15,0.932482,1
2.056,5.24038e-15,0.932025,1
2.057,3.26046e-15,0.931569,1
2.058,2.71495e-15,0.931112,1
2.059,2.16943e-15,0.930655,1
2.06,1.62392e-15,0.930198,1
2.061,5.38163e-15,0.92974,1
2.062,4.83612e-15,0.929282,1
2.063,1.42179e-15,0.928823,1
2.064,2.31069e-15,0.928365,1
2.065,6.75085e-16,0.927902,1
2.066,2.62903e-15,0.927431,1
2.067,3.14856e-15,0.92696,1
2.068,2.23369e-15,0.926488,1
2.069,7.05645e-15,0.926016,1
2.07,3.27669e-15,0.925544,1
2.071,3.79623e-15,0.925071,1
2.072,2.88135e-15,0.924599,1
2.073,1.96648e-15,0.924125,1
2.074,3.92042e-15,0.923652,1
2.075,3.00555e-15,0.923178,1
2.076,4.95949e-15,0.922704,1
2.077,1.17974e-15,0.922229,1
2.078,1.69927e-15,0.921754,1
2.079,7.84396e-16,0.921279,1
2.08,0,0.920804,1
2.081,1.82347e-15,0.920328,1
2.082,2.343e-15,0.919852,1
2.083,1.23409e-15,0.919367,1
2.084,8.63892e-16,0.918879,1
2.085,4.8976e-16,0.918392,1
2.086,1.19563e-16,0.917903,1
2.087,0,0.917415,1
2.088,0,0.916926,1
2.089,4.39445e-16,0.916437,1
2.09,1.49972e-15,0.915948,1
2.091,0,0.915458,1
2.092,7.55392e-16,0.914968,1
2.093,3.85195e-16,0.914477,1
2.094,0,0.913986,1
2.095,0,0.913495,1
2.096,7.01142e-16,0.913003,1
2.097,3.30945e-16,0.912511,1
2.098,1.39516e-15,0.912019,1
2.099,0,0.911527,1
2.1,0,0.911031,1
2.101,4.29055e-16,0.910528,1
2.102,0,0.910025,1
2.103,7.89186e-16,0.909522,1
2.104,3.1248e-15,0.909019,1
2.105,0,0.908515,1
2.106,6.16114e-16,0.90801,1
2.107,1.50945e-15,0.907505,1
2.108,9.76245e-16,0.907,1
2.109,3.30792e-15,0.906495,1
2.11,1.33638e-15,0.905989,1
2.111,7.99238e-16,0.905483,1
2.112,3.13092e-15,0.904976,1
2.113,2.59378e-15,0.904469,1
2.114,4.92546e-15,0.903962,1
2.115,4.38832e-15,0.903454,1
2.116,3.85118e-15,0.902946,1
2.117,1.87963e-15,0.902437,1
2.118,3.22176e-15,0.901922,1
2.119,1.73537e-15,0.901405,1
2.12,2.52906e-16,0.900887,1
2.121,4.50414e-15,0.900369,1
2.122,1.58334e-15,0.899851,1
2.123,2.96576e-15,0.899332,1
2.124,2.91377e-15,0.898813,1
2.125,2.86571e-15,0.898294,1
2.126,0,0.897774,1
2.127,4.19615e-15,0.897253,1
2.128,2.70975e-15,0.896733,1
2.129,2.66169e-15,0.896212,1
2.13,4.04411e-15,0.89569,1
2.131,0,0.895168,1
2.132,0,0.894646,1
2.133,3.88815e-15,0.894123,1
2.134,2.40569e-15,0.8936,1
2.135,3.06503e-15,0.893074,1
2.136,3.10497e-15,0.892544,1
2.137,3.14097e-15,0.892013,1
2.138,4.61138e-15,0.891482,1
2.139,3.48095e-16,0.89095,1
2.14,4.68732e-15,0.890418,1
2.141,1.85844e-15,0.889885,1
2.142,4.76326e-15,0.889352,1
2.143,3.36879e-15,0.888819,1
2.144,4.8392e-15,0.888285,1
2.145,6.31354e-15,0.887751,1
2.146,3.48466e-15,0.887216,1
2.147,3.52067e-15,0.886681,1
2.148,3.55667e-15,0.886145,1
2.149,3.59661e-15,0.88561,1
2.15,3.63654e-15,0.885073,1
2.151,8.03728e-16,0.884536,1
2.152,8.43665e-16,0.883999,1
2.153,3.32716e-15,0.883457,1
2.154,3.51469e-15,0.882914,1
2.155,2.26387e-15,0.882371,1
2.156,5.31628e-15,0.881827,1
2.157,1.20059e-15,0.881282,1
2.158,1.38418e-15,0.880737,1
2.159,3.00218e-15,0.880192,1
2.16,1.7553e-15,0.879646,1
2.161,5.08417e-16,0.8791,1
2.162,6.9201e-16,0.878553,1
2.163,2.31001e-15,0.878006,1
2.164,2.4936e-15,0.877459,1
2.165,0,0.876911,1
2.166,1.43032e-15,0.876362,1
2.167,1.83435e-16,0.875813,1
2.168,1.80144e-15,0.875264,1
2.169,1.98503e-15,0.874714,1
2.17,1.4741e-15,0.874163,1
2.171,1.98435e-15,0.873608,1
2.172,2.49853e-15,0.873054,1
2.173,3.01271e-15,0.872498,1
2.174,6.58071e-16,0.871943,1
2.175,2.60273e-15,0.871387,1
2.176,2.48089e-16,0.87083,1
2.177,2.19668e-15,0.870273,1
2.178,2.71086e-15,0.869715,1
2.179,3.2211e-15,0.869157,1
2.18,3.73528e-15,0.868599,1
2.181,1.38065e-15,0.86804,1
2.182,1.89483e-15,0.86748,1
2.183,3.84342e-15,0.86692,1
2.184,1.48878e-15,0.86636,1
2.185,3.43343e-15,0.865799,1
2.186,1.0788e-15,0.865238,1
2.187,1.58568e-16,0.864676,1
2.188,3.14476e-15,0.864112,1
2.189,1.57642e-15,0.863547,1
2.19,4.30343e-15,0.862982,1
2.191,5.59997e-15,0.862416,1
2.192,4.02769e-15,0.861849,1
2.193,2.45935e-15,0.861282,1
2.194,2.32148e-15,0.860715,1
2.195,3.61409e-15,0.860147,1
2.196,2.04181e-15,0.859579,1
2.197,4.73472e-16,0.85901,1
2.198,1.76608e-15,0.85844,1
2.199,1.62821e-15,0.857871,1
2.2,2.92475e-15,0.8573,1
2.201,1.35641e-15,0.856729,1
2.202,2.64901e-15,0.856158,1
2.203,1.08067e-15,0.855586,1
2.204,0,0.855014,1
2.205,3.52034e-16,0.854441,1
2.206,5.17447e-16,0.853867,1
2.207,6.78926e-16,0.853293,1
2.208,8.40405e-16,0.852718,1
2.209,1.00582e-15,0.852142,1
2.21,1.1673e-15,0.851566,1
2.211,2.76318e-15,0.85099,1
2.212,4.36301e-15,0.850413,1
2.213,3.09008e-15,0.849836,1
2.214,1.82108e-15,0.849258,1
2.215,3.41697e-15,0.848679,1
2.216,7.13565e-16,0.8481,1
2.217,8.75044e-16,0.847521,1
2.218,5.33975e-15,0.84694,1
2.219,4.07075e-15,0.84636,1
2.22,2.80176e-15,0.845779,1
2.221,1.52489e-15,0.845197,1
2.222,4.55912e-15,0.844615,1
2.223,4.60906e-15,0.844033,1
2.224,4.96187e-15,0.843451,1
2.225,6.74909e-15,0.842868,1
2.226,1.36427e-15,0.842285,1
2.227,6.02031e-15,0.841701,1
2.228,2.0699e-15,0.841117,1
2.229,2.42664e-15,0.840532,1
2.23,1.34505e-15,0.839946,1
2.231,1.69786e-15,0.83936,1
2.232,4.91949e-15,0.838774,1
2.233,9.69075e-16,0.838187,1
2.234,1.32189e-15,0.837599,1
2.235,3.10911e-15,0.837011,1
2.236,3.46192e-15,0.836423,1
2.237,3.81473e-15,0.835833,1
2.238,1.29873e-15,0.835244,1
2.239,1.65547e-15,0.834653,1
2.24,3.16335e-15,0.834063,1
2.241,4.17685e-15,0.833474,1
2.242,3.75595e-15,0.832885,1
2.243,4.76945e-15,0.832295,1
2.244,1.47973e-15,0.831704,1
2.245,2.49323e-15,0.831113,1
2.246,3.51067e-15,0.830521,1
2.247,2.20948e-16,0.829929,1
2.248,2.66886e-15,0.829336,1
2.249,8.13546e-16,0.828743,1
2.25,1.82705e-15,0.828149,1
2.251,5.7133e-15,0.827555,1
2.252,3.85406e-15,0.82696,1
2.253,6.30197e-15,0.826364,1
2.254,7.31547e-15,0.825768,1
2.255,5.46409e-15,0.825171,1
2.256,2.17044e-15,0.824574,1
2.257,3.19058e-16,0.823976,1
2.258,3.43059e-15,0.823381,1
2.259,4.90697e-15,0.822786,1
2.26,2.08013e-15,0.82219,1
2.261,4.98698e-15,0.821594,1
2.262,5.02502e-15,0.820997,1
2.263,7.67705e-16,0.8204,1
2.264,3.67456e-15,0.819802,1
2.265,8.47717e-16,0.819203,1
2.266,8.8969e-16,0.818604,1
2.267,2.36214e-15,0.818005,1
2.268,2.40411e-15,0.817405,1
2.269,1.00774e-15,0.816804,1
2.27,2.48412e-15,0.816202,1
2.271,2.5261e-15,0.815601,1
2.272,4.00248e-15,0.814998,1
2.273,0,0.814395,1
2.274,1.21367e-15,0.813791,1
2.275,2.73703e-15,0.813188,1
2.276,0,0.812589,1
2.277,2.45291e-15,0.811989,1
2.278,3.02805e-15,0.811388,1
2.279,2.16878e-15,0.810787,1
2.28,2.74392e-15,0.810185,1
2.281,4.54175e-16,0.809583,1
2.282,1.02932e-15,0.80898,1
2.283,4.47327e-15,0.808376,1
2.284,7.45187e-16,0.807772,1
2.285,1.32033e-15,0.807167,1
2.286,4.61059e-16,0.806562,1
2.287,1.04013e-15,0.805956,1
2.288,3.04575e-15,0.805349,1
2.289,7.52071e-16,0.804742,1
2.29,1.33115e-15,0.804134,1
2.291,3.34069e-15,0.803526,1
2.292,1.04702e-15,0.802917,1
2.293,2.01618e-16,0.802313,1
2.294,1.80244e-15,0.801709,1
2.295,5.34441e-16,0.801105,1
2.296,3.56967e-15,0.800501,1
2.297,8.67264e-16,0.799895,1
2.298,1.03368e-15,0.79929,1
2.299,1.20009e-15,0.798683,1
2.3,1.36256e-15,0.798076,1
2.301,1.52898e-15,0.797469,1
2.302,1.69932e-15,0.796861,1
2.303,1.86573e-15,0.796252,1
2.304,2.03214e-15,0.795642,1
2.305,0,0.795032,1
2.306,2.36103e-15,0.794422,1
2.307,2.52744e-15,0.79381,1
2.308,1.25945e-15,0.793198,1
2.309,1.42586e-15,0.792586,1
2.31,9.73715e-16,0.791975,1
2.311,2.178e-15,0.791369,1
2.312,4.81275e-15,0.790763,1
2.313,1.71381e-15,0.790156,1
2.314,4.53421e-17,0.789549,1
2.315,1.24962e-15,0.78894,1
2.316,0,0.788332,1
2.317,7.85437e-16,0.787722,1
2.318,5.51377e-16,0.787112,1
2.319,3.19007e-15,0.786502,1
2.32,2.95601e-15,0.78589,1
2.321,1.28754e-15,0.785279,1
2.322,3.93016e-15,0.784666,1
2.323,2.26169e-15,0.784053,1
2.324,2.02763e-15,0.783439,1
2.325,3.22798e-15,0.782825,1
2.326,0,0.78221,1
2.327,1.33332e-15,0.781594,1
2.328,9.00438e-16,0.780985,1
2.329,0,0.780378,1
2.33,4.61605e-15,0.779769,1
2.331,7.38192e-16,0.77916,1
2.332,1.16356e-15,0.778551,1
2.333,1.58499e-15,0.777941,1
2.334,5.75947e-16,0.77733,1
2.335,0,0.776719,1
2.336,1.42274e-15,0.776107,1
2.337,1.84418e-15,0.775494,1
2.338,2.26954e-15,0.774881,1
2.339,1.2605e-15,0.774267,1
2.34,2.47522e-16,0.773653,1
2.341,6.68954e-16,0.773038,1
2.342,3.96314e-15,0.772422,1
2.343,8.52772e-17,0.771805,1
2.344,1.94112e-15,0.771188,1
2.345,6.50581e-16,0.770573,1
2.346,3.57671e-15,0.769965,1
2.347,3.63795e-15,0.769357,1
2.348,2.26479e-15,0.768748,1
2.349,2.32603e-15,0.768138,1
2.35,2.38335e-15,0.767527,1
2.351,3.879e-15,0.766916,1
2.352,3.94024e-15,0.766305,1
2.353,1.12874e-15,0.765692,1
2.354,5.49321e-15,0.765079,1
2.355,4.12004e-15,0.764466,1
2.356,2.74295e-15,0.763851,1
2.357,2.80419e-15,0.763237,1
2.358,4.29985e-15,0.762621,1
2.359,4.36109e-15,0.762005,1
2.36,2.98793e-15,0.761388,1
2.361,3.04524e-15,0.76077,1
2.362,3.10648e-15,0.760152,1
2.363,5.4514e-15,0.759542,1
2.364,3.70499e-15,0.758934,1
2.365,6.26181e-15,0.758325,1
2.366,3.08492e-15,0.757716,1
2.367,4.20733e-15,0.757106,1
2.368,5.32974e-15,0.756495,1
2.369,3.58726e-15,0.755884,1
2.37,3.27526e-15,0.755272,1
2.371,2.96326e-15,0.75466,1
2.372,1.22079e-15,0.754047,1
2.373,3.7776e-15,0.753433,1
2.374,6.00717e-16,0.752818,1
2.375,4.58801e-15,0.752203,1
2.376,2.84553e-15,0.751587,1
2.377,3.96794e-15,0.750971,1
2.378,2.22153e-15,0.750354,1
2.379,4.79054e-16,0.749736,1
2.38,2.19924e-15,0.749121,1
2.381,2.69476e-15,0.748514,1
2.382,3.19421e-15,0.747907,1
2.383,5.12413e-15,0.747299,1
2.384,4.18917e-15,0.74669,1
2.385,1.81587e-15,0.746081,1
2.386,8.80906e-16,0.745471,1
2.387,2.81083e-15,0.744861,1
2.388,3.30634e-15,0.744249,1
2.389,2.37138e-15,0.743637,1
2.39,2.01367e-18,0.743025,1
2.391,3.36634e-15,0.742412,1
2.392,2.43138e-15,0.741798,1
2.393,2.9269e-15,0.741183,1
2.394,4.85682e-15,0.740568,1
2.395,3.92186e-15,0.739953,1
2.396,4.42131e-15,0.739336,1
2.397,6.35123e-15,0.738719,1
2.398,8.60273e-16,0.738111,1
2.399,1.4275e-15,0.737506,1
2.4,3.43307e-15,0.7369,1
2.401,4.00029e-15,0.736293,1
2.402,3.13311e-15,0.735686,1
2.403,5.13474e-15,0.735078,1
2.404,5.7059e-15,0.734469,1
2.405,4.83872e-15,0.73386,1
2.406,3.97154e-15,0.73325,1
2.407,1.67388e-15,0.73264,1
2.408,5.10992e-15,0.732029,1
2.409,2.80833e-15,0.731417,1
2.41,1.94508e-15,0.730804,1
2.411,1.0779e-15,0.730191,1
2.412,2.14653e-16,0.729577,1
2.413,0,0.728963,1
2.414,1.3491e-15,0.728347,1
2.415,3.15777e-15,0.727735,1
2.416,1.73949e-15,0.727133,1
2.417,1.75168e-15,0.726529,1
2.418,3.19829e-15,0.725925,1
2.419,3.21048e-15,0.725321,1
2.42,3.22268e-15,0.724715,1
2.421,3.23487e-15,0.72411,1
2.422,1.81266e-15,0.723503,1
2.423,3.25926e-15,0.722896,1
2.424,1.83705e-15,0.722288,1
2.425,4.71806e-15,0.721679,1
2.426,3.29585e-15,0.72107,1
2.427,4.74245e-15,0.72046,1
2.428,3.32024e-15,0.71985,1
2.429,3.33243e-15,0.719238,1
2.43,4.77903e-15,0.718627,1
2.431,6.22564e-15,0.718014,1
2.432,9.10665e-15,0.717401,1
2.433,3.7178e-15,0.716798,1
2.434,4.62058e-15,0.716198,1
2.435,5.52337e-15,0.715597,1
2.436,4.99567e-15,0.714996,1
2.437,4.46798e-15,0.714394,1
2.438,3.93636e-15,0.713791,1
2.439,4.83914e-15,0.713187,1
2.44,7.18027e-15,0.712583,1
2.441,6.64864e-15,0.711979,1
2.442,7.55536e-15,0.711373,1
2.443,4.15492e-15,0.710767,1
2.444,5.06163e-15,0.710161,1
2.445,3.0956e-15,0.709553,1
2.446,3.99838e-15,0.708945,1
2.447,6.33951e-15,0.708336,1
2.448,5.80788e-15,0.707727,1
2.449,5.28019e-15,0.707117,1
2.45,5.49284e-15,0.70651,1
2.451,3.19062e-15,0.705913,1
2.452,5.1877e-15,0.705316,1
2.453,7.18871e-15,0.704718,1
2.454,4.8865e-15,0.70412,1
2.455,4.01476e-15,0.70352,1
2.456,4.58136e-15,0.702921,1
2.457,6.58237e-15,0.70232,1
2.458,5.71063e-15,0.701719,1
2.459,4.84283e-15,0.701117,1
2.46,3.97502e-15,0.700515,1
2.461,1.67281e-15,0.699911,1
2.462,5.1043e-15,0.699307,1
2.463,5.6709e-15,0.698703,1
2.464,6.23357e-15,0.698098,1
2.465,5.36576e-15,0.697492,1
2.466,4.49402e-15,0.696885,1
2.467,6.49503e-15,0.696278,1
2.468,7.29358e-15,0.695682,1
2.469,6.12473e-15,0.695088,1
2.47,4.95195e-15,0.694494,1
2.471,6.64798e-15,0.6939,1
2.472,5.47519e-15,0.693305,1
2.473,5.02355e-15,0.692709,1
2.474,5.28517e-15,0.692112,1
2.475,4.82959e-15,0.691515,1
2.476,5.09515e-15,0.690917,1
2.477,1.77076e-15,0.690319,1
2.478,3.46679e-15,0.689719,1
2.479,5.16282e-15,0.68912,1
2.48,1.84236e-15,0.688519,1
2.481,3.53839e-15,0.687918,1
2.482,4.51722e-15,0.687316,1
2.483,3.34444e-15,0.686713,1
2.484,2.89279e-15,0.68611,1
2.485,2.11645e-15,0.68551,1
2.486,1.77882e-15,0.684921,1
2.487,2.15446e-15,0.684331,1
2.488,3.25124e-15,0.68374,1
2.489,2.19247e-15,0.683149,1
2.49,2.57204e-15,0.682557,1
2.491,4.38209e-15,0.681965,1
2.492,1.17171e-15,0.681372,1
2.493,2.98569e-15,0.680778,1
2.494,4.07853e-15,0.680183,1
2.495,2.30649e-15,0.679588,1
2.496,1.96493e-15,0.678992,1
2.497,3.77497e-15,0.678396,1
2.498,1.28573e-15,0.677799,1
2.499,3.81298e-15,0.677201,1
2.5,2.04094e-15,0.676602,1
2.501,3.85296e-15,0.676003,1
2.502,2.79419e-15,0.675403,1
2.503,1.67658e-15,0.674814,1
2.504,4.91495e-15,0.674228,1
2.505,2.41765e-15,0.673642,1
2.506,4.93881e-15,0.673055,1
2.507,4.59312e-15,0.672468,1
2.508,4.96267e-15,0.671879,1
